3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141689 1.570840 -2.669944 3.141506 1.570737 2.356103
3.141662 1.570838 -2.669931 3.141491 1.570737 2.356104
3.141470 1.570822 -2.669838 3.141377 1.570737 2.356112
3.141037 1.570786 -2.669628 3.141122 1.570737 2.356130
3.140365 1.570730 -2.669301 3.140725 1.570737 2.356158
3.139324 1.570643 -2.668795 3.140111 1.570737 2.356202
3.137841 1.570520 -2.668074 3.139235 1.570737 2.356264
3.136130 1.570377 -2.667243 3.138225 1.570737 2.356335
3.134325 1.570227 -2.666366 3.137160 1.570737 2.356410
3.132131 1.570044 -2.665300 3.135865 1.570737 2.356502
3.129496 1.569824 -2.664019 3.134309 1.570737 2.356612
3.127117 1.569626 -2.662863 3.132906 1.570738 2.356711
3.124105 1.569375 -2.661400 3.131128 1.570738 2.356836
3.121298 1.569141 -2.660035 3.129471 1.570738 2.356954
3.117791 1.568849 -2.658331 3.127401 1.570738 2.357100
3.114543 1.568579 -2.656753 3.125484 1.570738 2.357235
3.110512 1.568243 -2.654794 3.123104 1.570738 2.357403
3.106816 1.567935 -2.652998 3.120923 1.570738 2.357557
3.102292 1.567558 -2.650799 3.118252 1.570738 2.357746
3.098140 1.567212 -2.648782 3.115802 1.570738 2.357919
3.093114 1.566793 -2.646340 3.112835 1.570738 2.358129
3.088489 1.566408 -2.644092 3.110105 1.570739 2.358322
3.082917 1.565944 -2.641384 3.106816 1.570739 2.358554
3.077874 1.565523 -2.638934 3.103840 1.570739 2.358764
3.071816 1.565019 -2.635990 3.100264 1.570739 2.359017
3.066290 1.564558 -2.633305 3.097002 1.570739 2.359247
3.059689 1.564008 -2.630097 3.093106 1.570739 2.359523
3.053746 1.563513 -2.627209 3.089598 1.570739 2.359771
3.047113 1.562961 -2.623986 3.085683 1.570740 2.360047
3.039764 1.562348 -2.620414 3.081345 1.570740 2.360354
3.032639 1.561755 -2.616952 3.077140 1.570740 2.360651
3.025760 1.561182 -2.613610 3.073080 1.570740 2.360938
3.018160 1.560548 -2.609916 3.068593 1.570740 2.361255
3.010320 1.559895 -2.606106 3.063966 1.570741 2.361582
3.000567 1.559082 -2.601367 3.058209 1.570741 2.361988
2.993911 1.558528 -2.598132 3.054280 1.570741 2.362266
2.985329 1.557813 -2.593962 3.049215 1.570741 2.362624
2.976542 1.557081 -2.589692 3.044028 1.570741 2.362990
2.966172 1.556217 -2.584653 3.037908 1.570742 2.363423
2.958193 1.555552 -2.580776 3.033198 1.570742 2.363755
2.948665 1.554758 -2.576145 3.027574 1.570742 2.364153
2.938898 1.553944 -2.571399 3.021809 1.570742 2.364560
2.928892 1.553111 -2.566537 3.015903 1.570743 2.364977
2.917808 1.552187 -2.561151 3.009361 1.570743 2.365439
2.908141 1.551382 -2.556453 3.003654 1.570743 2.365843
2.897382 1.550485 -2.551225 2.997304 1.570743 2.366291
2.880836 1.549107 -2.543184 2.987537 1.570744 2.366981
2.874026 1.548539 -2.539875 2.983518 1.570744 2.367265
2.863739 1.547682 -2.534876 2.977446 1.570744 2.367694
2.852039 1.546708 -2.529191 2.970540 1.570745 2.368182
2.839950 1.545700 -2.523316 2.963405 1.570745 2.368686
2.827910 1.544697 -2.517465 2.956298 1.570745 2.369188
2.814550 1.543584 -2.510973 2.948413 1.570746 2.369746
2.802821 1.542607 -2.505274 2.941489 1.570746 2.370235
2.788887 1.541446 -2.498502 2.933264 1.570746 2.370816
2.776765 1.540436 -2.492612 2.926110 1.570747 2.371321
2.763374 1.539320 -2.486104 2.918205 1.570747 2.371880
2.748810 1.538107 -2.479027 2.909609 1.570747 2.372487
2.735870 1.537029 -2.472739 2.901971 1.570748 2.373027
2.721584 1.535838 -2.465797 2.893539 1.570748 2.373622
2.707399 1.534657 -2.458904 2.885166 1.570748 2.374214
2.692634 1.533426 -2.451729 2.876451 1.570749 2.374830
2.675951 1.532036 -2.443622 2.866604 1.570749 2.375525
2.662898 1.530949 -2.437278 2.858899 1.570749 2.376070
2.647567 1.529672 -2.429829 2.849850 1.570750 2.376709
2.631968 1.528372 -2.422248 2.840643 1.570750 2.377360
2.615030 1.526961 -2.414018 2.830645 1.570751 2.378066
2.600002 1.525709 -2.406715 2.821775 1.570751 2.378693
2.583693 1.524350 -2.398789 2.812148 1.570751 2.379373
2.567215 1.522977 -2.390782 2.802422 1.570752 2.380060
2.549446 1.521496 -2.382147 2.791934 1.570752 2.380801
2.532779 1.520108 -2.374048 2.782096 1.570753 2.381496
2.517154 1.518806 -2.366455 2.772874 1.570753 2.382148
2.500387 1.517409 -2.358308 2.762977 1.570754 2.382847
2.483624 1.516012 -2.350162 2.753083 1.570754 2.383546
2.466770 1.514608 -2.341972 2.743135 1.570754 2.384249
2.448976 1.513126 -2.333325 2.732631 1.570755 2.384991
2.433363 1.511825 -2.325737 2.723416 1.570755 2.385642
2.409944 1.509874 -2.314357 2.709593 1.570756 2.386618
2.398729 1.508939 -2.308907 2.702973 1.570756 2.387086
2.382022 1.507547 -2.300789 2.693112 1.570757 2.387783
2.366292 1.506236 -2.293144 2.683827 1.570757 2.388439
2.349584 1.504844 -2.285026 2.673965 1.570757 2.389136
2.332809 1.503447 -2.276874 2.664063 1.570758 2.389835
2.314841 1.501950 -2.268142 2.653458 1.570758 2.390584
2.299320 1.500657 -2.260600 2.644297 1.570759 2.391232
2.282599 1.499263 -2.252475 2.634427 1.570759 2.391929
2.264578 1.497762 -2.243717 2.623790 1.570760 2.392681
2.249092 1.496472 -2.236192 2.614650 1.570760 2.393326
2.231176 1.494979 -2.227486 2.604075 1.570761 2.394073
2.215591 1.493681 -2.219912 2.594875 1.570761 2.394723
2.198822 1.492283 -2.211763 2.584977 1.570761 2.395423
2.182086 1.490889 -2.203631 2.575099 1.570762 2.396121
2.164071 1.489388 -2.194877 2.564466 1.570762 2.396872
2.147408 1.488000 -2.186779 2.554630 1.570763 2.397567
2.131774 1.486697 -2.179182 2.545402 1.570763 2.398219
2.115059 1.485305 -2.171060 2.535536 1.570763 2.398916
2.097133 1.483811 -2.162348 2.524955 1.570764 2.399663
2.081572 1.482514 -2.154787 2.515771 1.570764 2.400312
2.064821 1.481119 -2.146647 2.505883 1.570765 2.401011
2.048065 1.479723 -2.138504 2.495993 1.570765 2.401710
2.031313 1.478327 -2.130364 2.486105 1.570766 2.402408
1.999554 1.475681 -2.114930 2.467359 1.570766 2.403733
1.980962 1.474132 -2.105896 2.456385 1.570767 2.404508
1.964118 1.472729 -2.097711 2.446443 1.570767 2.405210
1.946170 1.471233 -2.088989 2.435849 1.570768 2.405959
1.929602 1.469853 -2.080938 2.426070 1.570768 2.406650
1.914049 1.468557 -2.073380 2.416890 1.570769 2.407298
1.897296 1.467161 -2.065239 2.407001 1.570769 2.407997
1.880531 1.465764 -2.057092 2.397106 1.570769 2.408696
1.861400 1.464170 -2.047796 2.385814 1.570770 2.409494
1.846959 1.462967 -2.040778 2.377290 1.570770 2.410096
1.830290 1.461578 -2.032678 2.367451 1.570771 2.410791
